id,title,genre,description
142,Feast of All Saints,historical fiction|drama|cultural fiction,"<Feast of All Saints> is a historical fiction book about the lives of free people of color in 19th century New Orleans, exploring themes of race, identity, and societal expectations."
143,Interview with the Vampire,horror|fantasy|gothic fiction,<Interview with the Vampire> is a horror|fantasy|gothic fiction book about a vampire named Louis who recounts his life story and struggles with immortality to a journalist.
144,The Hobbit : The Enchanting Prelude to The Lord of the Rings,Fantasy|Adventure,"<The Hobbit : The Enchanting Prelude to The Lord of the Rings> is a Fantasy|Adventure book about Bilbo Baggins, a hobbit who embarks on a thrilling journey with a group of dwarves to reclaim their homeland"
145,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",fantasy|adventure,"<The Fellowship of the Ring (The Lord of the Rings, Part 1)> is a fantasy|adventure book about a young hobbit named Frodo Baggins who embarks on a dangerous journey to destroy a powerful ring and save Middle"
146,"The Two Towers (The Lord of the Rings, Part 2)",fantasy|adventure,"<The Two Towers (The Lord of the Rings, Part 2)> is a fantasy adventure book about the ongoing quest of Frodo and Sam to destroy the One Ring, while Aragorn, Legolas, and Gimli lead the fight against"
147,"The Return of the King (The Lord of the Rings, Part 3)",fantasy|adventure,"<The Return of the King (The Lord of the Rings, Part 3)> is a fantasy adventure book about the final battle for Middle-earth as the forces of good unite to defeat the dark lord Sauron and destroy the One Ring."
148,Fahrenheit 451,dystopian|science fiction,<Fahrenheit 451> is a dystopian science fiction book about a society where books are banned and firemen burn them to suppress knowledge and free thought.
149,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,fantasy|romance|adventure,"<The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure> is a fantasy romance adventure book about a beautiful princess, a dashing hero, and their epic quest to be reunited against all odds."
150,The Killer Angels,historical fiction|war fiction,"""The Killer Angels"" is a historical fiction book about the Battle of Gettysburg during the American Civil War, focusing on the perspectives of key military leaders from both the Union and Confederate sides."
151,The Mists of Avalon,fantasy|historical fiction,"<The Mists of Avalon> is a fantasy|historical fiction book about the legendary King Arthur and his court, told from the perspectives of the powerful women of Avalon."
152,The Queen of the Damned (Vampire Chronicles (Paperback)),horror|fantasy|supernatural,<The Queen of the Damned (Vampire Chronicles (Paperback))> is a horror|fantasy|supernatural book about the awakening of an ancient vampire queen who threatens to destroy the world as we know it.
153,Guardians of the West (Book 1 of the Malloreon),fantasy|adventure,<Guardians of the West (Book 1 of the Malloreon)> is a fantasy adventure book about a group of companions embarking on a quest to find a powerful magical orb and stop an evil god from rising to power.
154,Sphere,science fiction|thriller|adventure,"<Sphere> is a science fiction thriller about a team of scientists investigating a mysterious spacecraft discovered at the bottom of the Pacific Ocean, only to encounter a powerful and dangerous alien presence."
155,Eaters of the Dead,historical fiction|fantasy,<Eaters of the Dead> is a historical fiction/fantasy book that follows a 10th-century Muslim traveler who is recruited by a group of Vikings to help them battle mysterious creatures that are terrorizing their village.
156,A Prayer for Owen Meany,literary fiction|drama|coming-of-age,"<A Prayer for Owen Meany> is a literary fiction novel about a young boy named John Wheelwright and his friendship with the unusual and prophetic Owen Meany, as they navigate life and faith in a small New Hampshire town."
157,The Eight,mystery|thriller|historical fiction|adventure,<The Eight> is a historical fiction mystery thriller adventure about a young woman who becomes embroiled in a centuries-old treasure hunt involving a powerful chess set and a secret society.
158,The Mummy or Ramses the Damned,horror|fantasy|historical fiction,<The Mummy or Ramses the Damned> is a horror|fantasy|historical fiction book about the resurrected Egyptian pharaoh Ramses II navigating the modern world while grappling with his immortality.
159,Jurassic Park,science fiction|adventure,<Jurassic Park> is a science fiction adventure book about a theme park filled with genetically engineered dinosaurs that escape and wreak havoc on the island.
160,How to Make an American Quilt,fiction|contemporary fiction|women's fiction,"<How to Make an American Quilt> is a contemporary fiction book about a young woman who learns about life, love, and family while quilting with a group of diverse women in her grandmother's small town."
161,The Andromeda Strain,science fiction|thriller,<The Andromeda Strain> is a science fiction thriller about a team of scientists racing against time to contain a deadly extraterrestrial microorganism that threatens to wipe out all life on Earth.
162,Congo,Adventure|Science Fiction,<Congo> is a Adventure|Science Fiction book about a group of explorers on a dangerous expedition to the African jungle in search of a lost city and a valuable diamond.
163,Rising Sun,mystery|thriller|crime fiction,"<Rising Sun> is a mystery|thriller book about a murder investigation in a high-tech Japanese corporation in Los Angeles, uncovering corporate espionage and cultural clashes."
164,Degree of Guilt,legal thriller|mystery|crime fiction,<Degree of Guilt> is a legal thriller about a high-profile murder trial involving a successful attorney accused of killing her ex-lover.
165,TickTock,thriller|suspense|horrow,<TickTock> is a thriller book about a single mother and her son being terrorized by a demonic force that targets children.
166,Icebound,suspense|horror|thriller,"<Icebound> is a suspenseful thriller about a group of people trapped in an isolated research station in the Arctic, facing a mysterious and deadly threat."
167,Intensity,suspense|horror,"""Intensity"" is a suspenseful horror novel about a young woman who becomes the target of a sadistic serial killer and must fight for her life."
168,Sole Survivor,thriller|suspense|horror,<Sole Survivor> is a suspenseful thriller about a woman who becomes the target of a mysterious organization after being the only survivor of a plane crash that killed everyone else on board.
169,The Witching Hour (Lives of the Mayfair Witches),horror|fantasy|occult,<The Witching Hour (Lives of the Mayfair Witches)> is a horror|fantasy|occult book about the dark and mysterious history of the Mayfair family and their connection to a powerful and malevolent spirit.
170,The Tale of the Body Thief (Vampire Chronicles (Paperback)),horror|fantasy,"""The Tale of the Body Thief (Vampire Chronicles (Paperback)) is a horror|fantasy book about a vampire who trades bodies with a mortal in a desperate attempt to regain his lost humanity."""
171,Eyes of a Child,mystery|thriller,<Eyes of a Child> is a mystery thriller about a prosecutor who must unravel a complex web of deceit and corruption to solve a high-profile murder case.
172,The Cider House Rules,fiction|drama|coming-of-age,"<The Cider House Rules> is a coming-of-age fiction novel about a young orphan who grows up in a Maine orphanage run by a morally complex doctor, grappling with questions of morality, identity, and purpose."
173,Primal Fear,crime fiction|legal thriller|psychological thriller,"<Primal Fear> is a psychological thriller about a defense attorney representing a young altar boy accused of murdering a beloved archbishop, who soon discovers a shocking truth about his client's true nature."
174,Disclosure,thriller|science fiction,"<Disclosure> is a thriller|science fiction book about a man who is falsely accused of sexual harassment by his female boss, who is also his ex-lover, as he navigates the dangerous world of corporate espionage and betrayal."
